"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
779,"Campanha 779","2021-07-06","2021-08-04","82381.89","Publico Alvo 5","Google","Divulgação","2.18","9000000"
780,"Campanha 780","2021-12-23","2022-01-20","26215.18","Publico Alvo 1","Sites de Notícias","Mais Seguidores","2.94","7000000"
781,"Campanha 781","2021-08-28","2021-09-19","37762.21","Publico Alvo 2","Google","não especificado","21.11","10000000"
783,"Campanha 783","2024-11-16","2024-12-02","76928.97","Publico Alvo 4","Redes Sociais","Divulgação","12.16","1000000"
784,"Campanha 784","2022-10-11","2022-11-08","53422.84","Publico Alvo 5","não especificado","Promocional","20.39","10000000"
785,"Campanha 785","2024-04-14","2024-05-12","97776.73","Publico Alvo 1","não especificado","Promocional","3.16","3000000"
787,"Campanha 787","2025-04-08","2025-04-22","6560.03","Publico Alvo 3","Sites de Notícias","Mais Seguidores","13.72","6000000"
789,"Campanha 789","2024-06-22","2024-06-23","39065.05","Publico Alvo 5","Google","Promocional","9.80","2000000"
790,"Campanha 790","2023-02-25","2023-03-02","63918.91","Publico Alvo 1","não especificado","Mais Seguidores","27.41","1000000"
791,"Campanha 791","2023-02-02","2023-02-07","77707.48","Publico Alvo 2","Google","Mais Seguidores","14.85","1000000"
792,"Campanha 792","2023-09-23","2023-10-01","23207.77","Publico Alvo 3","Sites de Notícias","Mais Seguidores","12.03","6000000"
793,"Campanha 793","2024-03-10","2024-03-23","76974.72","Publico Alvo 4","Google","Divulgação","5.29","6000000"
794,"Campanha 794","2024-05-08","2024-05-17","30716.68","Publico Alvo 5","Sites de Notícias","Mais Seguidores","17.27","2000000"
796,"Campanha 796","2024-09-26","2024-10-21","14872.47","Publico Alvo 2","não especificado","não especificado","13.94","8000000"
799,"Campanha 799","2023-11-27","2023-12-02","70117.63","Publico Alvo 5","não especificado","Promocional","21.17","1000000"
800,"Campanha 800","2022-04-27","2022-05-07","76790.03","Publico Alvo 1","Sites de Notícias","Mais Seguidores","27.05","7000000"
801,"Campanha 801","2025-04-10","2025-04-13","28348.11","Publico Alvo 2","não especificado","não especificado","1.29","8000000"
803,"Campanha 803","2022-03-28","2022-03-30","7734.66","Publico Alvo 4","Google","não especificado","19.73","7000000"
804,"Campanha 804","2024-03-17","2024-03-23","3751.48","Publico Alvo 5","Redes Sociais","não especificado","21.67","9000000"
805,"Campanha 805","2022-05-15","2022-06-09","39892.57","Publico Alvo 1","não especificado","Mais Seguidores","26.53","10000000"
806,"Campanha 806","2023-11-02","2023-11-03","26730.05","Publico Alvo 2","Sites de Notícias","Mais Seguidores","22.71","4000000"
807,"Campanha 807","2025-01-19","2025-02-07","25156.65","Publico Alvo 3","Redes Sociais","Divulgação","28.09","3000000"
808,"Campanha 808","2022-08-26","2022-08-30","798.44","Publico Alvo 4","não especificado","Divulgação","28.06","4000000"
812,"Campanha 812","2024-06-20","2024-07-16","2976.32","Publico Alvo 3","não especificado","Promocional","10.92","6000000"
814,"Campanha 814","2025-03-31","2025-04-03","79825.48","Publico Alvo 5","Sites de Notícias","não especificado","24.92","8000000"
815,"Campanha 815","2023-12-31","2024-01-28","52697.56","Publico Alvo 1","não especificado","Promocional","28.82","5000000"
816,"Campanha 816","2022-08-18","2022-09-05","74673.70","Publico Alvo 2","Google","Divulgação","1.93","10000000"
817,"Campanha 817","2022-05-20","2022-05-28","16169.21","Publico Alvo 3","não especificado","não especificado","28.65","8000000"
819,"Campanha 819","2022-08-10","2022-08-24","1085.35","Publico Alvo 5","Sites de Notícias","não especificado","14.40","5000000"
822,"Campanha 822","2024-12-07","2024-12-09","95922.40","Publico Alvo 3","Redes Sociais","Promocional","26.43","9000000"
823,"Campanha 823","2023-07-10","2023-07-16","86043.79","Publico Alvo 4","Redes Sociais","Mais Seguidores","18.84","5000000"
824,"Campanha 824","2021-08-05","2021-08-30","14398.74","Publico Alvo 5","Sites de Notícias","Mais Seguidores","5.48","5000000"
826,"Campanha 826","2023-05-02","2023-05-31","37476.51","Publico Alvo 2","Google","Mais Seguidores","11.18","9000000"
827,"Campanha 827","2023-11-06","2023-11-14","36511.97","Publico Alvo 3","Redes Sociais","Promocional","12.15","4000000"
828,"Campanha 828","2021-08-12","2021-09-09","11730.11","Publico Alvo 4","Sites de Notícias","Mais Seguidores","14.38","8000000"
829,"Campanha 829","2022-02-11","2022-02-24","21059.38","Publico Alvo 5","não especificado","Promocional","8.08","6000000"
830,"Campanha 830","2023-02-08","2023-02-25","54706.01","Publico Alvo 1","Google","Mais Seguidores","21.29","1000000"
832,"Campanha 832","2023-04-27","2023-05-13","85506.99","Publico Alvo 3","Sites de Notícias","Divulgação","2.28","1000000"
833,"Campanha 833","2021-09-18","2021-10-18","90524.72","Publico Alvo 4","Redes Sociais","Mais Seguidores","10.41","1000000"
835,"Campanha 835","2021-11-02","2021-11-06","95588.14","Publico Alvo 1","Sites de Notícias","Promocional","1.18","3000000"
836,"Campanha 836","2023-02-25","2023-03-25","98275.64","Publico Alvo 2","não especificado","Divulgação","19.09","5000000"
837,"Campanha 837","2025-05-08","2025-05-24","13990.55","Publico Alvo 3","não especificado","Mais Seguidores","7.36","8000000"
838,"Campanha 838","2022-02-26","2022-03-20","4228.33","Publico Alvo 4","Google","Divulgação","27.63","3000000"
839,"Campanha 839","2023-03-19","2023-04-02","17097.32","Publico Alvo 5","Google","Mais Seguidores","21.65","1000000"
840,"Campanha 840","2024-07-28","2024-08-13","85297.39","Publico Alvo 1","Google","não especificado","27.53","3000000"
841,"Campanha 841","2021-10-23","2021-11-06","26578.72","Publico Alvo 2","Redes Sociais","Divulgação","8.68","9000000"
842,"Campanha 842","2022-02-25","2022-03-07","35542.86","Publico Alvo 3","Sites de Notícias","não especificado","7.26","8000000"
848,"Campanha 848","2021-06-30","2021-07-28","73289.25","Publico Alvo 4","Google","Mais Seguidores","27.34","5000000"
849,"Campanha 849","2025-01-29","2025-02-13","8626.09","Publico Alvo 5","não especificado","Promocional","5.85","1000000"
850,"Campanha 850","2023-06-01","2023-06-06","83288.53","Publico Alvo 1","não especificado","Divulgação","25.85","2000000"
852,"Campanha 852","2021-08-20","2021-08-26","84376.74","Publico Alvo 3","Sites de Notícias","Promocional","12.02","7000000"
854,"Campanha 854","2023-12-10","2024-01-05","35887.28","Publico Alvo 5","Google","não especificado","9.05","1000000"
855,"Campanha 855","2023-12-27","2024-01-14","9652.25","Publico Alvo 1","não especificado","Divulgação","13.84","10000000"
856,"Campanha 856","2025-02-08","2025-03-02","66261.64","Publico Alvo 2","Redes Sociais","Divulgação","5.82","4000000"
858,"Campanha 858","2025-02-24","2025-03-13","41983.40","Publico Alvo 4","Redes Sociais","não especificado","1.73","9000000"
859,"Campanha 859","2023-11-16","2023-11-27","58013.54","Publico Alvo 5","não especificado","Mais Seguidores","8.36","2000000"
860,"Campanha 860","2025-04-03","2025-04-27","64754.57","Publico Alvo 1","não especificado","não especificado","25.33","7000000"
861,"Campanha 861","2022-01-25","2022-02-19","7152.69","Publico Alvo 2","Redes Sociais","Mais Seguidores","18.74","3000000"
862,"Campanha 862","2023-03-08","2023-03-22","68526.14","Publico Alvo 3","Google","Mais Seguidores","27.84","3000000"
863,"Campanha 863","2023-07-30","2023-08-11","83764.00","Publico Alvo 4","Sites de Notícias","Mais Seguidores","2.17","2000000"
864,"Campanha 864","2023-11-20","2023-11-30","93227.42","Publico Alvo 5","não especificado","Divulgação","7.83","1000000"
865,"Campanha 865","2021-11-16","2021-11-20","70935.12","Publico Alvo 1","Sites de Notícias","Promocional","12.98","7000000"
866,"Campanha 866","2024-04-12","2024-04-26","24632.20","Publico Alvo 2","Google","não especificado","2.56","2000000"
870,"Campanha 870","2021-08-29","2021-09-12","61881.10","Publico Alvo 1","Sites de Notícias","Mais Seguidores","13.40","1000000"
872,"Campanha 872","2023-02-21","2023-02-26","81748.02","Publico Alvo 3","não especificado","Divulgação","26.34","7000000"
873,"Campanha 873","2022-11-29","2022-12-29","67859.78","Publico Alvo 4","Redes Sociais","Divulgação","14.67","7000000"
876,"Campanha 876","2023-01-27","2023-01-29","74021.12","Publico Alvo 2","Google","Divulgação","20.76","1000000"
879,"Campanha 879","2023-01-17","2023-01-23","66363.68","Publico Alvo 5","Sites de Notícias","Promocional","2.79","1000000"
881,"Campanha 881","2025-05-19","2025-05-25","88114.45","Publico Alvo 2","não especificado","Promocional","23.44","5000000"
882,"Campanha 882","2023-05-17","2023-06-10","79533.92","Publico Alvo 3","não especificado","Promocional","8.83","5000000"
883,"Campanha 883","2025-02-11","2025-02-22","91987.24","Publico Alvo 4","Redes Sociais","Mais Seguidores","21.66","3000000"
884,"Campanha 884","2024-07-01","2024-07-10","4077.42","Publico Alvo 5","Redes Sociais","Mais Seguidores","21.24","6000000"
885,"Campanha 885","2025-03-25","2025-04-02","74079.36","Publico Alvo 1","Redes Sociais","não especificado","8.44","10000000"
887,"Campanha 887","2024-08-31","2024-09-15","48305.83","Publico Alvo 3","Google","Promocional","0.77","7000000"
889,"Campanha 889","2024-11-21","2024-12-08","3649.06","Publico Alvo 5","não especificado","Mais Seguidores","28.54","2000000"
891,"Campanha 891","2023-09-06","2023-09-10","4940.78","Publico Alvo 2","Google","Promocional","10.99","4000000"
892,"Campanha 892","2023-04-05","2023-04-22","88085.25","Publico Alvo 3","não especificado","Mais Seguidores","13.91","3000000"
894,"Campanha 894","2024-09-24","2024-10-24","96181.74","Publico Alvo 5","Sites de Notícias","Divulgação","2.52","7000000"
895,"Campanha 895","2024-06-21","2024-07-08","65275.32","Publico Alvo 1","Redes Sociais","Divulgação","17.03","2000000"
897,"Campanha 897","2023-07-05","2023-08-03","68923.85","Publico Alvo 3","Google","Mais Seguidores","13.07","3000000"
898,"Campanha 898","2022-07-09","2022-08-06","46119.63","Publico Alvo 4","Redes Sociais","Divulgação","22.40","3000000"
899,"Campanha 899","2025-02-09","2025-03-02","5992.89","Publico Alvo 5","não especificado","Divulgação","8.57","1000000"
900,"Campanha 900","2022-04-13","2022-04-21","93630.12","Publico Alvo 1","Google","não especificado","27.25","4000000"
901,"Campanha 901","2023-03-30","2023-04-18","97422.11","Publico Alvo 2","Google","Mais Seguidores","5.53","3000000"
903,"Campanha 903","2023-11-26","2023-12-23","88901.08","Publico Alvo 4","Sites de Notícias","Promocional","17.38","5000000"
904,"Campanha 904","2022-03-11","2022-03-22","46874.13","Publico Alvo 5","Sites de Notícias","Divulgação","26.14","1000000"
905,"Campanha 905","2022-11-08","2022-11-17","14391.64","Publico Alvo 1","não especificado","não especificado","1.55","10000000"
906,"Campanha 906","2024-10-16","2024-10-19","47188.51","Publico Alvo 2","Sites de Notícias","Divulgação","6.50","9000000"
907,"Campanha 907","2024-02-14","2024-03-14","51706.55","Publico Alvo 3","Sites de Notícias","Promocional","7.73","3000000"
908,"Campanha 908","2023-12-06","2023-12-08","54150.01","Publico Alvo 4","Redes Sociais","Promocional","25.51","7000000"
911,"Campanha 911","2023-04-15","2023-05-08","64631.59","Publico Alvo 2","Redes Sociais","Mais Seguidores","14.40","9000000"
913,"Campanha 913","2025-01-09","2025-01-12","81125.27","Publico Alvo 4","Redes Sociais","Mais Seguidores","12.90","7000000"
915,"Campanha 915","2022-05-15","2022-06-14","57935.56","Publico Alvo 1","Google","não especificado","15.53","9000000"
918,"Campanha 918","2021-11-25","2021-12-13","59508.35","Publico Alvo 4","Sites de Notícias","Promocional","2.37","2000000"
920,"Campanha 920","2023-01-15","2023-01-30","62444.38","Publico Alvo 1","não especificado","Promocional","24.17","4000000"
921,"Campanha 921","2021-07-07","2021-07-12","26128.75","Publico Alvo 2","Redes Sociais","Divulgação","22.01","1000000"
922,"Campanha 922","2023-02-04","2023-02-25","62606.17","Publico Alvo 3","Redes Sociais","Divulgação","15.39","3000000"
924,"Campanha 924","2022-02-04","2022-02-18","36654.48","Publico Alvo 5","Google","Promocional","1.41","7000000"
925,"Campanha 925","2021-06-30","2021-07-28","49980.18","Publico Alvo 1","Google","Mais Seguidores","18.29","5000000"
926,"Campanha 926","2022-08-23","2022-08-30","67087.44","Publico Alvo 2","Redes Sociais","Mais Seguidores","22.88","6000000"
927,"Campanha 927","2023-10-14","2023-10-29","72553.44","Publico Alvo 3","Sites de Notícias","Mais Seguidores","19.29","6000000"
931,"Campanha 931","2022-05-01","2022-05-31","16740.19","Publico Alvo 2","não especificado","Mais Seguidores","10.30","4000000"
932,"Campanha 932","2022-09-04","2022-09-09","93124.82","Publico Alvo 3","Sites de Notícias","não especificado","18.84","1000000"
933,"Campanha 933","2022-07-12","2022-08-04","21207.21","Publico Alvo 4","Google","não especificado","4.90","1000000"
936,"Campanha 936","2024-04-07","2024-04-26","77023.97","Publico Alvo 2","Sites de Notícias","Divulgação","5.56","5000000"
938,"Campanha 938","2024-08-25","2024-09-19","61289.51","Publico Alvo 4","Sites de Notícias","Promocional","8.90","10000000"
939,"Campanha 939","2024-05-23","2024-06-14","52369.37","Publico Alvo 5","não especificado","não especificado","9.78","5000000"
940,"Campanha 940","2024-03-27","2024-04-19","66457.47","Publico Alvo 1","Google","Mais Seguidores","28.49","1000000"
942,"Campanha 942","2025-05-18","2025-06-11","97843.33","Publico Alvo 3","Google","não especificado","7.62","7000000"
943,"Campanha 943","2023-03-14","2023-03-26","6372.70","Publico Alvo 4","não especificado","Mais Seguidores","2.98","3000000"
946,"Campanha 946","2023-08-29","2023-08-30","10057.06","Publico Alvo 2","Sites de Notícias","Mais Seguidores","22.93","5000000"
948,"Campanha 948","2024-06-23","2024-07-17","74079.84","Publico Alvo 4","Google","Promocional","14.68","6000000"
949,"Campanha 949","2021-09-01","2021-09-26","41300.03","Publico Alvo 5","não especificado","Promocional","21.94","2000000"
950,"Campanha 950","2023-02-08","2023-03-04","8134.46","Publico Alvo 1","não especificado","Divulgação","0.15","7000000"
952,"Campanha 952","2022-06-11","2022-07-11","13711.13","Publico Alvo 3","Google","não especificado","12.97","1000000"
957,"Campanha 957","2024-12-18","2025-01-13","32404.45","Publico Alvo 3","Sites de Notícias","Mais Seguidores","20.80","7000000"
958,"Campanha 958","2024-06-18","2024-06-28","73606.58","Publico Alvo 4","Sites de Notícias","Promocional","0.32","5000000"
960,"Campanha 960","2021-10-25","2021-11-19","63237.10","Publico Alvo 1","Google","não especificado","25.60","9000000"
961,"Campanha 961","2021-11-05","2021-11-28","53207.42","Publico Alvo 2","Sites de Notícias","não especificado","6.45","3000000"
962,"Campanha 962","2023-07-02","2023-07-06","26951.16","Publico Alvo 3","Redes Sociais","não especificado","7.36","3000000"
963,"Campanha 963","2025-03-16","2025-04-07","2655.24","Publico Alvo 4","Sites de Notícias","Mais Seguidores","18.79","4000000"
965,"Campanha 965","2025-05-07","2025-05-21","19271.54","Publico Alvo 1","Redes Sociais","Divulgação","4.69","1000000"
967,"Campanha 967","2021-10-28","2021-11-27","61292.92","Publico Alvo 3","Google","Divulgação","16.09","3000000"
971,"Campanha 971","2022-11-13","2022-11-29","49200.78","Publico Alvo 2","Redes Sociais","Divulgação","20.49","8000000"
973,"Campanha 973","2022-07-02","2022-07-21","8473.20","Publico Alvo 4","Sites de Notícias","Divulgação","8.66","6000000"
974,"Campanha 974","2021-07-27","2021-08-15","13566.13","Publico Alvo 5","Google","Promocional","15.97","10000000"
976,"Campanha 976","2024-11-11","2024-11-20","52290.76","Publico Alvo 2","Redes Sociais","Mais Seguidores","10.58","9000000"
977,"Campanha 977","2021-10-13","2021-10-30","22511.35","Publico Alvo 3","não especificado","Promocional","19.65","9000000"
978,"Campanha 978","2021-09-20","2021-10-05","68883.99","Publico Alvo 4","Sites de Notícias","não especificado","7.27","10000000"
979,"Campanha 979","2023-05-04","2023-05-17","11549.03","Publico Alvo 5","Redes Sociais","Promocional","29.45","7000000"
980,"Campanha 980","2025-05-03","2025-05-24","42195.88","Publico Alvo 1","Redes Sociais","Mais Seguidores","5.67","4000000"
982,"Campanha 982","2021-12-13","2022-01-02","54890.41","Publico Alvo 3","Google","Promocional","24.25","5000000"
986,"Campanha 986","2021-06-01","2021-06-06","98280.37","Publico Alvo 2","Sites de Notícias","Promocional","23.18","5000000"
989,"Campanha 989","2022-11-06","2022-12-06","5508.21","Publico Alvo 5","Google","Divulgação","1.24","4000000"
990,"Campanha 990","2023-01-27","2023-02-03","42150.93","Publico Alvo 1","não especificado","Divulgação","29.88","5000000"
992,"Campanha 992","2024-04-06","2024-04-15","33294.86","Publico Alvo 3","não especificado","Promocional","7.15","5000000"
993,"Campanha 993","2022-10-04","2022-10-23","58104.85","Publico Alvo 4","Google","não especificado","27.02","1000000"
995,"Campanha 995","2023-11-05","2023-11-06","42410.95","Publico Alvo 1","Sites de Notícias","Promocional","18.41","6000000"
996,"Campanha 996","2024-01-20","2024-01-27","41874.03","Publico Alvo 2","Redes Sociais","não especificado","15.77","10000000"
998,"Campanha 998","2023-10-18","2023-11-09","59471.43","Publico Alvo 4","Redes Sociais","Mais Seguidores","16.42","1000000"
1001,"Campanha 1","2024-02-15","2024-02-29","56767.93","Publico Alvo 2","Sites de Notícias","Mais Seguidores","28.97","3000000"
1002,"Campanha 2","2024-04-15","2024-04-20","62471.67","Publico Alvo 3","Google","não especificado","21.82","1000000"
1003,"Campanha 3","2022-09-19","2022-10-11","89243.51","Publico Alvo 4","Google","Promocional","17.14","8000000"
1010,"Campanha 10","2022-08-23","2022-09-03","61842.62","Publico Alvo 1","Redes Sociais","Mais Seguidores","4.90","9000000"
1011,"Campanha 11","2022-02-17","2022-03-02","34613.76","Publico Alvo 2","Sites de Notícias","Divulgação","15.94","5000000"
1012,"Campanha 12","2024-05-22","2024-06-09","37666.53","Publico Alvo 3","não especificado","não especificado","5.60","6000000"
1013,"Campanha 13","2022-12-21","2023-01-06","80753.20","Publico Alvo 4","não especificado","Promocional","26.88","9000000"
1014,"Campanha 14","2022-07-07","2022-07-25","11154.40","Publico Alvo 5","Redes Sociais","não especificado","10.31","8000000"
1016,"Campanha 16","2021-09-27","2021-10-02","15851.12","Publico Alvo 2","Redes Sociais","Divulgação","8.39","8000000"
1017,"Campanha 17","2024-10-03","2024-10-09","71770.11","Publico Alvo 3","Redes Sociais","não especificado","19.26","2000000"
1018,"Campanha 18","2024-02-08","2024-02-13","98257.66","Publico Alvo 4","Google","Promocional","17.11","3000000"
1019,"Campanha 19","2024-09-02","2024-09-27","89099.32","Publico Alvo 5","Google","Mais Seguidores","26.33","7000000"
1021,"Campanha 21","2023-04-27","2023-04-30","62885.58","Publico Alvo 2","Sites de Notícias","não especificado","4.50","8000000"
1022,"Campanha 22","2023-08-07","2023-08-22","61576.34","Publico Alvo 3","Sites de Notícias","não especificado","26.92","9000000"
1026,"Campanha 26","2025-04-05","2025-04-29","40460.98","Publico Alvo 2","Sites de Notícias","Promocional","26.53","2000000"
1028,"Campanha 28","2025-02-12","2025-02-26","43795.57","Publico Alvo 4","Redes Sociais","Divulgação","14.83","1000000"
1029,"Campanha 29","2024-10-12","2024-10-25","10179.57","Publico Alvo 5","Sites de Notícias","Promocional","10.10","2000000"
1032,"Campanha 32","2022-11-30","2022-12-18","99748.94","Publico Alvo 3","Sites de Notícias","Mais Seguidores","6.33","10000000"
1033,"Campanha 33","2021-09-23","2021-10-22","33080.67","Publico Alvo 4","não especificado","Divulgação","24.81","1000000"
1034,"Campanha 34","2022-10-06","2022-10-22","62689.20","Publico Alvo 5","Google","Divulgação","21.05","9000000"
1035,"Campanha 35","2021-12-19","2022-01-15","58676.05","Publico Alvo 1","Google","Promocional","9.12","1000000"
1037,"Campanha 37","2023-04-10","2023-04-16","1277.68","Publico Alvo 3","Redes Sociais","Promocional","6.40","9000000"
1040,"Campanha 40","2025-02-07","2025-02-10","4508.13","Publico Alvo 1","Sites de Notícias","não especificado","14.99","8000000"
1042,"Campanha 42","2025-05-13","2025-05-28","35791.54","Publico Alvo 3","Google","Mais Seguidores","13.60","8000000"
1043,"Campanha 43","2024-11-16","2024-11-26","31342.77","Publico Alvo 4","não especificado","Divulgação","10.19","9000000"
1044,"Campanha 44","2022-10-30","2022-11-26","32549.92","Publico Alvo 5","Redes Sociais","Divulgação","19.71","9000000"
1045,"Campanha 45","2022-01-13","2022-02-01","60603.70","Publico Alvo 1","Google","não especificado","17.15","5000000"
1046,"Campanha 46","2022-10-10","2022-11-06","22504.65","Publico Alvo 2","Google","Promocional","29.27","4000000"
1047,"Campanha 47","2024-02-03","2024-02-12","28997.41","Publico Alvo 3","Redes Sociais","Promocional","10.15","4000000"
1050,"Campanha 50","2021-06-11","2021-06-17","48042.68","Publico Alvo 1","Google","Divulgação","13.23","10000000"
1051,"Campanha 51","2022-10-15","2022-11-07","27241.75","Publico Alvo 2","Redes Sociais","Promocional","18.37","8000000"
1052,"Campanha 52","2021-11-16","2021-11-25","90502.73","Publico Alvo 3","Redes Sociais","não especificado","0.31","9000000"
1053,"Campanha 53","2024-03-16","2024-03-21","28238.57","Publico Alvo 4","Google","Promocional","7.66","1000000"
1054,"Campanha 54","2024-02-18","2024-03-05","18652.63","Publico Alvo 5","Google","Divulgação","11.68","8000000"
1056,"Campanha 56","2025-02-27","2025-03-12","70726.51","Publico Alvo 2","Sites de Notícias","Divulgação","24.78","10000000"
1057,"Campanha 57","2022-04-04","2022-04-14","94461.27","Publico Alvo 3","Google","não especificado","3.52","3000000"
1059,"Campanha 59","2024-11-26","2024-12-09","44658.93","Publico Alvo 5","Google","Promocional","8.95","3000000"
1061,"Campanha 61","2024-07-21","2024-07-22","68939.18","Publico Alvo 2","Sites de Notícias","Divulgação","6.02","9000000"
1062,"Campanha 62","2023-04-10","2023-05-09","29505.76","Publico Alvo 3","Sites de Notícias","Mais Seguidores","12.51","10000000"
1063,"Campanha 63","2023-02-26","2023-03-05","65006.71","Publico Alvo 4","Redes Sociais","não especificado","6.82","9000000"
1064,"Campanha 64","2024-06-21","2024-07-15","86641.84","Publico Alvo 5","Google","Mais Seguidores","25.61","6000000"
1065,"Campanha 65","2024-11-03","2024-11-23","17586.78","Publico Alvo 1","não especificado","Mais Seguidores","18.15","7000000"
1066,"Campanha 66","2022-09-02","2022-09-23","68572.85","Publico Alvo 2","Sites de Notícias","Mais Seguidores","16.41","2000000"
1068,"Campanha 68","2024-01-20","2024-02-08","36736.55","Publico Alvo 4","Sites de Notícias","não especificado","13.71","8000000"
1074,"Campanha 74","2023-12-15","2023-12-27","77883.34","Publico Alvo 5","Sites de Notícias","Divulgação","11.01","9000000"
1076,"Campanha 76","2024-08-14","2024-09-03","78273.50","Publico Alvo 2","Google","Promocional","12.71","2000000"
1077,"Campanha 77","2024-08-03","2024-08-05","67558.00","Publico Alvo 3","Redes Sociais","Divulgação","3.45","7000000"
1080,"Campanha 80","2024-04-14","2024-04-20","72936.73","Publico Alvo 1","Google","Promocional","12.77","6000000"
1081,"Campanha 81","2024-03-10","2024-03-26","87906.09","Publico Alvo 2","Google","Divulgação","0.14","2000000"
1084,"Campanha 84","2024-01-21","2024-02-08","32432.68","Publico Alvo 5","Redes Sociais","Promocional","28.34","4000000"
1085,"Campanha 85","2023-07-20","2023-08-12","85851.83","Publico Alvo 1","Sites de Notícias","não especificado","27.15","4000000"
1086,"Campanha 86","2023-07-06","2023-07-29","73139.45","Publico Alvo 2","Redes Sociais","não especificado","24.68","2000000"
1088,"Campanha 88","2021-08-02","2021-08-23","19709.96","Publico Alvo 4","não especificado","Mais Seguidores","14.96","9000000"
1089,"Campanha 89","2024-11-20","2024-11-29","6979.98","Publico Alvo 5","não especificado","não especificado","17.42","1000000"
1091,"Campanha 91","2024-05-06","2024-05-26","22287.47","Publico Alvo 2","Sites de Notícias","Mais Seguidores","17.08","2000000"
1092,"Campanha 92","2021-09-19","2021-10-14","99416.40","Publico Alvo 3","não especificado","Divulgação","13.60","8000000"
1094,"Campanha 94","2022-08-21","2022-09-08","97345.26","Publico Alvo 5","não especificado","Mais Seguidores","28.95","5000000"
1095,"Campanha 95","2024-09-14","2024-09-24","65200.42","Publico Alvo 1","não especificado","não especificado","20.85","2000000"
1097,"Campanha 97","2022-12-12","2022-12-28","76189.37","Publico Alvo 3","Redes Sociais","não especificado","25.70","5000000"
1099,"Campanha 99","2023-02-09","2023-03-11","68353.30","Publico Alvo 5","Redes Sociais","Divulgação","16.09","4000000"
1100,"Campanha 100","2023-10-24","2023-11-07","29197.53","Publico Alvo 1","Redes Sociais","Divulgação","24.27","9000000"
1101,"Campanha 101","2021-10-05","2021-10-07","37883.06","Publico Alvo 2","Sites de Notícias","Divulgação","10.78","6000000"
1102,"Campanha 102","2021-07-04","2021-07-24","7500.59","Publico Alvo 3","não especificado","Divulgação","24.72","3000000"
1103,"Campanha 103","2023-02-19","2023-03-05","57042.33","Publico Alvo 4","Sites de Notícias","Promocional","3.96","2000000"
1104,"Campanha 104","2024-08-08","2024-08-31","45352.11","Publico Alvo 5","não especificado","Promocional","18.11","8000000"
1107,"Campanha 107","2025-01-19","2025-02-03","47286.56","Publico Alvo 3","Redes Sociais","Mais Seguidores","3.98","8000000"
1108,"Campanha 108","2022-08-21","2022-09-10","8778.46","Publico Alvo 4","Google","Divulgação","2.91","2000000"
1109,"Campanha 109","2022-08-29","2022-09-18","60245.49","Publico Alvo 5","não especificado","não especificado","16.56","5000000"
1110,"Campanha 110","2023-11-09","2023-11-21","36188.18","Publico Alvo 1","Google","Mais Seguidores","24.59","4000000"
1114,"Campanha 114","2024-11-12","2024-11-26","91604.27","Publico Alvo 5","Sites de Notícias","Promocional","28.15","8000000"
1117,"Campanha 117","2024-11-19","2024-12-08","77156.10","Publico Alvo 3","Google","Divulgação","12.44","8000000"
1120,"Campanha 120","2025-01-11","2025-02-02","35582.57","Publico Alvo 1","Google","Divulgação","3.27","4000000"
1121,"Campanha 121","2022-11-23","2022-11-24","1.96","Publico Alvo 2","não especificado","Promocional","14.23","6000000"
1123,"Campanha 123","2023-04-02","2023-04-29","41318.07","Publico Alvo 4","Google","Divulgação","29.36","10000000"
1124,"Campanha 124","2022-10-22","2022-11-02","32818.98","Publico Alvo 5","Google","Mais Seguidores","17.28","3000000"
1125,"Campanha 125","2022-03-19","2022-03-22","62327.70","Publico Alvo 1","Google","Mais Seguidores","11.79","3000000"
1126,"Campanha 126","2022-10-31","2022-11-20","87894.05","Publico Alvo 2","Redes Sociais","não especificado","24.31","10000000"
1127,"Campanha 127","2022-02-02","2022-02-07","99311.76","Publico Alvo 3","Google","Divulgação","9.90","8000000"
1128,"Campanha 128","2023-02-25","2023-03-21","60547.35","Publico Alvo 4","Sites de Notícias","Divulgação","29.18","4000000"
1129,"Campanha 129","2022-05-13","2022-06-01","11001.25","Publico Alvo 5","Redes Sociais","Promocional","14.38","2000000"
1130,"Campanha 130","2023-10-24","2023-11-21","83217.54","Publico Alvo 1","Google","não especificado","24.10","1000000"
1131,"Campanha 131","2025-01-08","2025-01-16","16925.90","Publico Alvo 2","Redes Sociais","não especificado","11.04","8000000"
1133,"Campanha 133","2024-08-24","2024-08-27","50298.17","Publico Alvo 4","Sites de Notícias","Promocional","4.64","7000000"
1135,"Campanha 135","2024-10-13","2024-10-25","98035.56","Publico Alvo 1","Google","Mais Seguidores","3.25","6000000"
1137,"Campanha 137","2024-10-01","2024-10-14","95430.34","Publico Alvo 3","não especificado","não especificado","6.26","2000000"
1138,"Campanha 138","2024-06-13","2024-06-17","90303.40","Publico Alvo 4","não especificado","Mais Seguidores","9.64","9000000"
1139,"Campanha 139","2022-01-26","2022-02-25","99444.13","Publico Alvo 5","Sites de Notícias","Mais Seguidores","4.19","10000000"
1140,"Campanha 140","2022-09-11","2022-10-05","36130.50","Publico Alvo 1","não especificado","Divulgação","14.52","5000000"
