"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
506,"Campanha 506","2023-05-03","2023-05-22",NULL,"?","Sites de Notícias","Divulgação","17.95","5000000"
507,"Campanha 507","2024-07-27","2024-08-17","47920.46","Publico Alvo 3","Google",NULL,"10.97","4000000"
508,"Campanha 508","2024-01-22","2024-02-10","68951.91","Publico Alvo 4","Google",NULL,"20.35","6000000"
509,"Campanha 509","2023-06-16","2023-07-09","62180.45","Publico Alvo 5","Redes Sociais","Mais Seguidores","6.70","5000000"
510,"Campanha 510","2024-05-08","2024-06-04",NULL,"Publico Alvo 1","Redes Sociais",NULL,"8.13","1000000"
511,"Campanha 511","2022-09-02","2022-09-10","74134.78","Publico Alvo 2","Redes Sociais","Divulgação","5.46","7000000"
512,"Campanha 512","2022-11-09","2022-11-21","63830.62","Publico Alvo 3","Sites de Notícias","Divulgação","3.26","6000000"
513,"Campanha 513","2022-04-10","2022-04-24","45632.71","Publico Alvo 4","Redes Sociais","Promocional","19.96","3000000"
514,"Campanha 514","2023-09-26","2023-10-26",NULL,"?",NULL,"Mais Seguidores","20.89","2000000"
515,"Campanha 515","2021-09-27","2021-10-23","26937.50","Publico Alvo 1","Google","Mais Seguidores","9.83","7000000"
516,"Campanha 516","2022-02-09","2022-02-18",NULL,"Publico Alvo 2","Redes Sociais","Divulgação","8.84","10000000"
517,"Campanha 517","2023-04-09","2023-04-26","59011.81","Publico Alvo 3","Redes Sociais","Divulgação","18.60","4000000"
518,"Campanha 518","2024-08-03","2024-08-21","74538.93","Publico Alvo 4","Redes Sociais","Promocional","22.68","3000000"
519,"Campanha 519","2023-07-02","2023-07-31","93283.15","Publico Alvo 5","Google","Promocional","27.11","5000000"
520,"Campanha 520","2024-08-12","2024-08-22","14455.75","Publico Alvo 1",NULL,"Divulgação","16.23","2000000"
521,"Campanha 521","2023-10-19","2023-11-04","809.52","?","Sites de Notícias","Mais Seguidores","21.28","8000000"
522,"Campanha 522","2024-08-02","2024-08-08",NULL,"Publico Alvo 3",NULL,"Mais Seguidores","18.60","6000000"
523,"Campanha 523","2022-09-12","2022-10-01","45868.26","Publico Alvo 4","Google","Divulgação","10.36","3000000"
524,"Campanha 524","2023-09-07","2023-09-22","6545.83","Publico Alvo 5","Sites de Notícias","Divulgação","20.34","10000000"
525,"Campanha 525","2022-08-12","2022-09-03","23832.59","Publico Alvo 1",NULL,"Promocional","19.53","9000000"
526,"Campanha 526","2021-10-17","2021-11-12","6551.09","Publico Alvo 2","Sites de Notícias","Mais Seguidores","3.29","3000000"
527,"Campanha 527","2022-08-05","2022-08-28","16635.88","?","Redes Sociais","Promocional","23.66","7000000"
528,"Campanha 528","2021-10-06","2021-10-17",NULL,"Publico Alvo 4","Sites de Notícias","Promocional","24.41","2000000"
529,"Campanha 529","2022-08-22","2022-08-24","32189.51","Publico Alvo 5","Google",NULL,"9.23","7000000"
530,"Campanha 530","2025-01-21","2025-02-08",NULL,"Publico Alvo 1","Sites de Notícias","Divulgação","15.84","4000000"
531,"Campanha 531","2023-04-13","2023-04-18",NULL,"Publico Alvo 2","Sites de Notícias",NULL,"19.01","6000000"
532,"Campanha 532","2022-10-24","2022-11-19","13254.16","Publico Alvo 3","Redes Sociais","Promocional","23.80","7000000"
533,"Campanha 533","2021-09-13","2021-10-01",NULL,"Publico Alvo 4","Sites de Notícias","Promocional","7.35","2000000"
534,"Campanha 534","2024-04-01","2024-04-24","4405.63","Publico Alvo 5","Redes Sociais","Mais Seguidores","7.32","7000000"
535,"Campanha 535","2023-05-20","2023-05-28","50379.81","Publico Alvo 1",NULL,"Mais Seguidores","29.14","9000000"
536,"Campanha 536","2021-08-28","2021-09-25","53430.29","?","Sites de Notícias","Divulgação","22.46","2000000"
537,"Campanha 537","2023-03-15","2023-04-05","4548.80","Publico Alvo 3","Sites de Notícias","Mais Seguidores","1.87","9000000"
538,"Campanha 538","2025-01-25","2025-02-22","49491.11","Publico Alvo 4","Sites de Notícias","Mais Seguidores","5.63","4000000"
539,"Campanha 539","2022-05-30","2022-06-16","47613.63","Publico Alvo 5","Sites de Notícias","Mais Seguidores","24.77","7000000"
540,"Campanha 540","2024-12-24","2024-12-29","82953.27","Publico Alvo 1","Sites de Notícias",NULL,"23.75","4000000"
541,"Campanha 541","2023-01-02","2023-01-27","68771.55","Publico Alvo 2","Google","Promocional","2.51","4000000"
542,"Campanha 542","2021-11-19","2021-11-20","28074.53","Publico Alvo 3","Google","Promocional","13.15","8000000"
543,"Campanha 543","2023-02-17","2023-02-22","80591.40","?",NULL,"Promocional","8.65","2000000"
544,"Campanha 544","2023-08-16","2023-09-06","4323.33","Publico Alvo 5","Sites de Notícias","Promocional","20.57","6000000"
545,"Campanha 545","2022-03-22","2022-04-06","68015.23","Publico Alvo 1",NULL,"Mais Seguidores","12.93","3000000"
546,"Campanha 546","2021-11-13","2021-11-26","77691.49","?","Sites de Notícias","Promocional","3.47","7000000"
547,"Campanha 547","2025-04-29","2025-05-15",NULL,"Publico Alvo 3","Redes Sociais","Divulgação","20.39","9000000"
548,"Campanha 548","2022-07-19","2022-08-09","36100.43","Publico Alvo 4","Google","Divulgação","27.96","4000000"
549,"Campanha 549","2023-06-27","2023-07-18",NULL,"Publico Alvo 5","Sites de Notícias","Divulgação","21.86","2000000"
550,"Campanha 550","2021-08-25","2021-08-29","95704.56","Publico Alvo 1","Google","Mais Seguidores","19.88","2000000"
551,"Campanha 551","2022-06-07","2022-06-27","22081.00","Publico Alvo 2",NULL,"Divulgação","13.86","9000000"
552,"Campanha 552","2022-10-20","2022-10-27","6887.48","Publico Alvo 3","Google","Divulgação","8.05","9000000"
553,"Campanha 553","2023-08-21","2023-09-06",NULL,"Publico Alvo 4","Google","Mais Seguidores","3.33","4000000"
554,"Campanha 554","2023-09-09","2023-09-22","3323.96","Publico Alvo 5",NULL,"Mais Seguidores","7.92","5000000"
555,"Campanha 555","2022-03-02","2022-03-25","92076.65","Publico Alvo 1","Google","Promocional","4.56","7000000"
556,"Campanha 556","2023-10-24","2023-10-30","65694.64","Publico Alvo 2","Redes Sociais",NULL,"11.13","2000000"
557,"Campanha 557","2021-07-05","2021-08-03","47579.14","Publico Alvo 3","Google","Divulgação","10.66","3000000"
558,"Campanha 558","2022-09-05","2022-09-17","50638.02","?","Sites de Notícias","Mais Seguidores","7.09","2000000"
559,"Campanha 559","2022-05-23","2022-06-02","59148.21","Publico Alvo 5",NULL,"Promocional","2.25","5000000"
560,"Campanha 560","2023-01-15","2023-01-27",NULL,"Publico Alvo 1","Google","Promocional","3.57","6000000"
561,"Campanha 561","2021-11-13","2021-11-22","72292.70","?","Google","Promocional","5.50","10000000"
562,"Campanha 562","2023-03-18","2023-03-28","26521.08","Publico Alvo 3",NULL,"Divulgação","10.77","7000000"
563,"Campanha 563","2024-01-22","2024-02-11",NULL,"Publico Alvo 4","Google","Mais Seguidores","13.42","10000000"
564,"Campanha 564","2025-02-17","2025-03-08","80352.50","Publico Alvo 5","Sites de Notícias","Divulgação","5.40","1000000"
565,"Campanha 565","2025-04-09","2025-04-28","31561.10","?","Redes Sociais","Divulgação","27.33","1000000"
566,"Campanha 566","2023-03-10","2023-03-15","24887.50","Publico Alvo 2","Sites de Notícias","Divulgação","16.62","10000000"
567,"Campanha 567","2021-08-24","2021-09-19","50009.02","Publico Alvo 3","Sites de Notícias","Divulgação","25.55","6000000"
568,"Campanha 568","2025-04-22","2025-05-18","31505.79","Publico Alvo 4","Sites de Notícias","Divulgação","16.91","7000000"
569,"Campanha 569","2022-08-07","2022-09-06","54685.21","Publico Alvo 5","Redes Sociais","Divulgação","14.45","3000000"
570,"Campanha 570","2021-06-12","2021-07-12",NULL,"Publico Alvo 1",NULL,"Divulgação","28.44","9000000"
571,"Campanha 571","2024-09-06","2024-09-30","55549.68","Publico Alvo 2","Sites de Notícias",NULL,"11.21","2000000"
572,"Campanha 572","2024-06-24","2024-06-27","24955.18","Publico Alvo 3","Sites de Notícias","Promocional","12.52","3000000"
573,"Campanha 573","2021-07-01","2021-07-08","95598.76","?","Google","Mais Seguidores","19.99","2000000"
574,"Campanha 574","2023-07-22","2023-08-20","326.20","?","Sites de Notícias","Promocional","14.77","3000000"
575,"Campanha 575","2021-11-26","2021-12-25",NULL,"Publico Alvo 1","Google",NULL,"24.53","3000000"
576,"Campanha 576","2024-12-09","2024-12-14","40080.22","Publico Alvo 2","Sites de Notícias","Divulgação","24.71","1000000"
577,"Campanha 577","2023-04-24","2023-05-12","55486.67","Publico Alvo 3","Sites de Notícias","Mais Seguidores","25.66","10000000"
578,"Campanha 578","2023-10-21","2023-11-07",NULL,"Publico Alvo 4","Sites de Notícias","Mais Seguidores","29.85","3000000"
579,"Campanha 579","2021-12-20","2021-12-30","33914.04","Publico Alvo 5","Google","Mais Seguidores","11.16","8000000"
580,"Campanha 580","2022-02-26","2022-03-19","26716.00","?","Sites de Notícias","Promocional","24.41","5000000"
581,"Campanha 581","2022-09-16","2022-10-12","70467.44","?","Sites de Notícias","Divulgação","27.77","6000000"
582,"Campanha 582","2024-08-09","2024-09-01","75813.06","Publico Alvo 3","Redes Sociais",NULL,"17.78","5000000"
583,"Campanha 583","2023-04-19","2023-05-18",NULL,"Publico Alvo 4","Google","Divulgação","7.99","5000000"
584,"Campanha 584","2024-07-21","2024-08-04","96980.89","Publico Alvo 5","Google",NULL,"24.74","10000000"
585,"Campanha 585","2021-06-10","2021-06-22",NULL,"?","Sites de Notícias","Promocional","17.71","3000000"
586,"Campanha 586","2025-04-24","2025-05-14","12553.11","Publico Alvo 2",NULL,"Divulgação","0.99","2000000"
587,"Campanha 587","2023-05-15","2023-06-01",NULL,"Publico Alvo 3","Redes Sociais","Divulgação","7.27","4000000"
588,"Campanha 588","2021-11-11","2021-12-08","44905.51","Publico Alvo 4","Sites de Notícias",NULL,"21.60","6000000"
589,"Campanha 589","2023-02-07","2023-02-17",NULL,"?",NULL,NULL,"16.46","10000000"
590,"Campanha 590","2023-04-05","2023-05-01","43348.50","Publico Alvo 1","Google","Mais Seguidores","0.07","9000000"
591,"Campanha 591","2022-03-15","2022-04-07",NULL,"Publico Alvo 2","Redes Sociais","Divulgação","28.92","9000000"
592,"Campanha 592","2023-12-03","2023-12-04","1070.33","?","Redes Sociais","Divulgação","10.64","7000000"
593,"Campanha 593","2022-04-15","2022-04-29","79888.54","?","Google","Promocional","3.41","6000000"
594,"Campanha 594","2023-01-16","2023-01-19","24489.87","Publico Alvo 5",NULL,"Promocional","23.10","6000000"
595,"Campanha 595","2024-03-21","2024-04-12","8436.60","?","Google","Divulgação","28.41","1000000"
596,"Campanha 596","2023-03-21","2023-04-04",NULL,"?","Google","Promocional","25.88","9000000"
597,"Campanha 597","2024-02-24","2024-03-17","1354.88","Publico Alvo 3","Redes Sociais",NULL,"0.77","4000000"
598,"Campanha 598","2022-06-02","2022-07-01","61801.77","Publico Alvo 4","Sites de Notícias","Promocional","13.38","8000000"
599,"Campanha 599","2021-09-26","2021-10-06","19403.04","Publico Alvo 5",NULL,"Mais Seguidores","18.35","3000000"
600,"Campanha 600","2023-04-24","2023-05-01","65764.12","Publico Alvo 1","Google","Divulgação","14.01","9000000"
601,"Campanha 601","2022-10-21","2022-10-23","60072.59","Publico Alvo 2","Sites de Notícias","Promocional","17.86","8000000"
602,"Campanha 602","2024-04-26","2024-05-17","3606.40","?","Google",NULL,"22.47","2000000"
603,"Campanha 603","2023-12-21","2024-01-09",NULL,"Publico Alvo 4","Google","Promocional","12.24","8000000"
604,"Campanha 604","2023-06-19","2023-07-03","36557.81","Publico Alvo 5","Redes Sociais","Promocional","19.36","4000000"
605,"Campanha 605","2022-08-31","2022-09-11","5191.43","Publico Alvo 1","Google","Divulgação","10.38","1000000"
606,"Campanha 606","2025-02-23","2025-03-21","38825.79","?",NULL,"Promocional","17.27","8000000"
607,"Campanha 607","2024-04-08","2024-04-15","21379.33","Publico Alvo 3",NULL,"Divulgação","1.97","5000000"
608,"Campanha 608","2023-07-29","2023-07-30","38502.85","Publico Alvo 4","Google",NULL,"24.46","3000000"
609,"Campanha 609","2022-08-24","2022-09-09","86748.89","Publico Alvo 5","Sites de Notícias","Mais Seguidores","28.93","8000000"
610,"Campanha 610","2024-06-12","2024-07-01","27477.70","Publico Alvo 1","Redes Sociais","Promocional","29.05","4000000"
611,"Campanha 611","2022-06-16","2022-06-20","8209.12","Publico Alvo 2",NULL,NULL,"16.03","3000000"
612,"Campanha 612","2021-09-03","2021-09-11",NULL,"Publico Alvo 3","Google",NULL,"0.85","9000000"
613,"Campanha 613","2023-08-23","2023-09-16","50727.61","Publico Alvo 4","Redes Sociais","Divulgação","4.52","5000000"
614,"Campanha 614","2021-10-01","2021-10-06","64251.20","Publico Alvo 5","Sites de Notícias","Promocional","13.08","8000000"
615,"Campanha 615","2024-03-25","2024-04-08","47718.43","Publico Alvo 1","Redes Sociais",NULL,"21.64","5000000"
616,"Campanha 616","2025-01-05","2025-01-06","96763.00","?","Google","Mais Seguidores","11.64","3000000"
617,"Campanha 617","2022-11-25","2022-12-24","81452.45","Publico Alvo 3",NULL,"Mais Seguidores","23.54","5000000"
618,"Campanha 618","2023-09-13","2023-10-08",NULL,"Publico Alvo 4","Sites de Notícias","Mais Seguidores","26.14","5000000"
619,"Campanha 619","2025-03-28","2025-04-16","46870.24","Publico Alvo 5","Google","Mais Seguidores","29.53","5000000"
620,"Campanha 620","2024-11-22","2024-12-12","45171.07","Publico Alvo 1",NULL,"Divulgação","14.90","8000000"
621,"Campanha 621","2022-02-02","2022-03-04","19367.99","Publico Alvo 2","Sites de Notícias",NULL,"5.19","2000000"
622,"Campanha 622","2022-09-17","2022-09-24","3484.51","Publico Alvo 3","Google",NULL,"18.50","3000000"
623,"Campanha 623","2023-04-13","2023-04-27","32778.46","Publico Alvo 4","Google","Mais Seguidores","13.98","1000000"
624,"Campanha 624","2025-01-02","2025-01-08",NULL,"Publico Alvo 5","Google","Mais Seguidores","19.20","8000000"
625,"Campanha 625","2023-11-02","2023-12-02",NULL,"?",NULL,NULL,"22.38","2000000"
626,"Campanha 626","2023-08-28","2023-09-07","43481.48","Publico Alvo 2","Redes Sociais","Divulgação","1.47","2000000"
627,"Campanha 627","2025-01-17","2025-02-14","8143.30","Publico Alvo 3","Redes Sociais","Mais Seguidores","5.07","10000000"
628,"Campanha 628","2022-09-08","2022-09-25","78589.17","Publico Alvo 4",NULL,"Divulgação","2.85","8000000"
629,"Campanha 629","2024-07-26","2024-08-24","18315.84","Publico Alvo 5","Redes Sociais","Promocional","21.99","9000000"
630,"Campanha 630","2023-08-18","2023-08-26","78174.60","Publico Alvo 1","Google",NULL,"22.02","9000000"
631,"Campanha 631","2021-05-25","2021-06-16","99203.28","?","Sites de Notícias","Mais Seguidores","28.36","10000000"
632,"Campanha 632","2023-05-29","2023-06-21","45429.91","Publico Alvo 3","Redes Sociais","Mais Seguidores","3.79","5000000"
633,"Campanha 633","2021-08-06","2021-09-02",NULL,"Publico Alvo 4","Sites de Notícias",NULL,"9.32","9000000"
634,"Campanha 634","2024-12-28","2024-12-30","15849.40","Publico Alvo 5","Sites de Notícias","Promocional","8.30","8000000"
635,"Campanha 635","2023-05-04","2023-05-07","45340.93","Publico Alvo 1","Sites de Notícias","Divulgação","13.75","3000000"
636,"Campanha 636","2024-04-03","2024-04-19",NULL,"Publico Alvo 2","Sites de Notícias","Promocional","5.68","7000000"
637,"Campanha 637","2024-08-30","2024-09-06","15734.70","?","Sites de Notícias","Divulgação","17.50","2000000"
638,"Campanha 638","2022-04-27","2022-05-13",NULL,"?","Sites de Notícias","Promocional","14.51","4000000"
639,"Campanha 639","2022-07-09","2022-07-18",NULL,"?","Google","Promocional","11.55","5000000"
640,"Campanha 640","2021-11-01","2021-11-07","29318.94","?","Sites de Notícias","Divulgação","2.09","6000000"
641,"Campanha 641","2023-07-11","2023-08-05","28149.31","Publico Alvo 2","Google","Promocional","5.63","4000000"
642,"Campanha 642","2023-06-01","2023-06-17",NULL,"Publico Alvo 3","Google","Divulgação","8.20","4000000"
643,"Campanha 643","2021-06-27","2021-06-28","88814.86","?",NULL,"Divulgação","13.45","3000000"
644,"Campanha 644","2024-02-29","2024-03-25","29197.67","Publico Alvo 5",NULL,"Mais Seguidores","11.20","9000000"
645,"Campanha 645","2024-07-17","2024-08-09","92540.38","Publico Alvo 1","Google","Divulgação","13.15","4000000"
646,"Campanha 646","2024-07-01","2024-07-22","33968.39","Publico Alvo 2",NULL,"Promocional","0.15","7000000"
647,"Campanha 647","2023-02-15","2023-02-19","3231.84","Publico Alvo 3","Google",NULL,"17.94","4000000"
648,"Campanha 648","2023-09-16","2023-10-11",NULL,"Publico Alvo 4","Sites de Notícias",NULL,"10.04","7000000"
649,"Campanha 649","2023-09-28","2023-10-28","14213.37","Publico Alvo 5","Redes Sociais","Mais Seguidores","20.08","3000000"
650,"Campanha 650","2023-08-03","2023-08-29","75233.60","Publico Alvo 1","Sites de Notícias","Promocional","0.53","1000000"
651,"Campanha 651","2023-05-19","2023-06-14","91781.44","Publico Alvo 2","Redes Sociais","Divulgação","28.87","2000000"
652,"Campanha 652","2022-12-17","2023-01-01",NULL,"Publico Alvo 3","Redes Sociais","Promocional","23.93","6000000"
653,"Campanha 653","2022-01-23","2022-02-14","20759.18","Publico Alvo 4","Sites de Notícias","Mais Seguidores","6.25","8000000"
654,"Campanha 654","2024-06-14","2024-07-09","54099.70","Publico Alvo 5","Sites de Notícias","Mais Seguidores","13.89","4000000"
655,"Campanha 655","2023-12-19","2024-01-11",NULL,"Publico Alvo 1",NULL,NULL,"19.03","4000000"
656,"Campanha 656","2024-05-01","2024-05-21",NULL,"Publico Alvo 2",NULL,"Divulgação","8.91","9000000"
657,"Campanha 657","2024-08-05","2024-08-23","47788.14","?","Sites de Notícias","Divulgação","13.95","2000000"
658,"Campanha 658","2024-07-27","2024-07-28","43892.23","Publico Alvo 4","Redes Sociais","Mais Seguidores","0.97","8000000"
659,"Campanha 659","2023-09-12","2023-10-11","16684.89","?","Google",NULL,"15.45","6000000"
660,"Campanha 660","2023-03-31","2023-04-04","82029.80","Publico Alvo 1","Redes Sociais","Promocional","6.74","3000000"
661,"Campanha 661","2022-03-20","2022-03-31","22979.80","?","Google","Promocional","17.58","3000000"
662,"Campanha 662","2023-10-13","2023-10-28","9596.51","Publico Alvo 3","Sites de Notícias","Mais Seguidores","23.00","8000000"
663,"Campanha 663","2021-08-11","2021-08-15","35460.97","?","Google","Mais Seguidores","14.40","5000000"
664,"Campanha 664","2024-05-19","2024-06-08","99021.23","Publico Alvo 5","Sites de Notícias","Promocional","18.40","5000000"
665,"Campanha 665","2022-03-02","2022-03-08","53722.41","Publico Alvo 1","Google","Divulgação","22.95","5000000"
666,"Campanha 666","2024-07-02","2024-07-24","87823.69","Publico Alvo 2","Google","Divulgação","4.17","4000000"
667,"Campanha 667","2022-09-27","2022-10-25","33500.59","Publico Alvo 3","Sites de Notícias","Divulgação","17.11","10000000"
668,"Campanha 668","2022-12-24","2023-01-17","96809.31","Publico Alvo 4","Redes Sociais","Promocional","8.31","8000000"
669,"Campanha 669","2022-03-08","2022-03-11",NULL,"Publico Alvo 5","Sites de Notícias","Mais Seguidores","25.66","5000000"
670,"Campanha 670","2023-08-10","2023-08-30",NULL,"Publico Alvo 1",NULL,"Divulgação","14.99","4000000"
671,"Campanha 671","2021-09-21","2021-09-25","89226.70","Publico Alvo 2","Google","Divulgação","23.01","7000000"
672,"Campanha 672","2025-04-29","2025-05-28",NULL,"Publico Alvo 3","Sites de Notícias","Divulgação","26.38","10000000"
673,"Campanha 673","2021-07-30","2021-08-24","31197.05","Publico Alvo 4","Sites de Notícias","Divulgação","21.07","7000000"
674,"Campanha 674","2022-11-17","2022-11-30","30636.96","Publico Alvo 5","Redes Sociais","Mais Seguidores","20.98","3000000"
675,"Campanha 675","2023-12-14","2023-12-30",NULL,"Publico Alvo 1",NULL,"Mais Seguidores","4.06","10000000"
676,"Campanha 676","2024-05-25","2024-05-30",NULL,"Publico Alvo 2",NULL,"Mais Seguidores","25.43","8000000"
677,"Campanha 677","2023-12-05","2023-12-24","49771.16","?","Google","Promocional","17.92","1000000"
678,"Campanha 678","2025-03-06","2025-03-18",NULL,"Publico Alvo 4",NULL,"Mais Seguidores","14.03","9000000"
679,"Campanha 679","2025-01-29","2025-02-09","45903.68","Publico Alvo 5","Redes Sociais","Promocional","3.73","2000000"
680,"Campanha 680","2021-10-14","2021-10-29","37131.98","Publico Alvo 1","Sites de Notícias","Mais Seguidores","8.42","5000000"
681,"Campanha 681","2023-07-13","2023-08-02","91022.45","Publico Alvo 2","Redes Sociais",NULL,"3.69","6000000"
682,"Campanha 682","2023-04-17","2023-04-28","75798.62","Publico Alvo 3",NULL,"Divulgação","13.19","4000000"
683,"Campanha 683","2024-08-14","2024-09-13","7665.00","?","Redes Sociais","Promocional","24.26","8000000"
684,"Campanha 684","2024-04-24","2024-05-08","61893.62","?","Redes Sociais","Divulgação","8.44","6000000"
685,"Campanha 685","2024-08-04","2024-08-11",NULL,"Publico Alvo 1","Google","Divulgação","15.02","10000000"
686,"Campanha 686","2023-09-10","2023-09-16","4499.76","Publico Alvo 2","Google","Mais Seguidores","21.45","2000000"
687,"Campanha 687","2024-02-03","2024-03-01","23850.75","Publico Alvo 3",NULL,"Promocional","16.48","8000000"
688,"Campanha 688","2023-04-24","2023-04-28","15158.17","Publico Alvo 4","Sites de Notícias","Mais Seguidores","18.26","6000000"
689,"Campanha 689","2021-06-16","2021-06-20","64602.32","Publico Alvo 5","Redes Sociais",NULL,"15.51","7000000"
690,"Campanha 690","2023-07-11","2023-08-06","85948.65","Publico Alvo 1","Redes Sociais",NULL,"18.83","7000000"
691,"Campanha 691","2022-01-09","2022-01-17","34188.41","?","Redes Sociais","Promocional","20.87","5000000"
692,"Campanha 692","2024-04-27","2024-05-09","44796.91","Publico Alvo 3","Sites de Notícias",NULL,"8.15","5000000"
693,"Campanha 693","2022-04-14","2022-05-03","76278.48","?","Redes Sociais","Divulgação","25.80","2000000"
694,"Campanha 694","2024-11-21","2024-12-16","31982.87","Publico Alvo 5","Sites de Notícias","Promocional","15.85","5000000"
695,"Campanha 695","2025-04-17","2025-05-17","79608.25","Publico Alvo 1","Redes Sociais",NULL,"20.32","4000000"
696,"Campanha 696","2021-07-30","2021-08-18",NULL,"Publico Alvo 2","Sites de Notícias",NULL,"5.33","3000000"
697,"Campanha 697","2025-05-17","2025-05-20","89556.04","Publico Alvo 3","Google","Promocional","5.25","1000000"
698,"Campanha 698","2023-02-03","2023-02-07","97564.79","?","Google","Divulgação","8.04","10000000"
699,"Campanha 699","2023-12-05","2023-12-20","83721.96","Publico Alvo 5","Sites de Notícias","Divulgação","2.46","3000000"
700,"Campanha 700","2021-07-04","2021-07-29","13242.21","Publico Alvo 1",NULL,"Promocional","4.45","6000000"
701,"Campanha 701","2022-04-23","2022-05-23","38994.11","Publico Alvo 2","Redes Sociais","Divulgação","17.17","10000000"
702,"Campanha 702","2025-04-21","2025-04-23","94276.58","Publico Alvo 3","Sites de Notícias","Promocional","12.22","10000000"
703,"Campanha 703","2024-12-18","2025-01-15","9045.48","Publico Alvo 4","Sites de Notícias","Promocional","0.16","5000000"
704,"Campanha 704","2024-04-25","2024-05-23","77801.08","Publico Alvo 5","Google","Promocional","8.69","2000000"
705,"Campanha 705","2024-10-28","2024-11-14","76933.48","Publico Alvo 1","Redes Sociais","Divulgação","10.74","3000000"
706,"Campanha 706","2024-05-04","2024-05-29",NULL,"?","Google","Divulgação","8.50","3000000"
707,"Campanha 707","2023-09-15","2023-09-27","86042.88","Publico Alvo 3","Redes Sociais","Mais Seguidores","20.54","4000000"
708,"Campanha 708","2023-09-16","2023-10-14","525.19","?","Sites de Notícias","Promocional","11.07","5000000"
709,"Campanha 709","2022-07-04","2022-08-01","56087.97","Publico Alvo 5","Google","Promocional","15.92","10000000"
710,"Campanha 710","2024-12-10","2025-01-07","23177.81","?","Sites de Notícias",NULL,"20.14","4000000"
711,"Campanha 711","2021-11-04","2021-11-23","50783.14","?","Redes Sociais","Divulgação","15.62","10000000"
712,"Campanha 712","2021-07-16","2021-07-24","89368.19","Publico Alvo 3",NULL,"Promocional","15.55","7000000"
713,"Campanha 713","2024-06-09","2024-06-24","7721.82","Publico Alvo 4","Sites de Notícias","Divulgação","23.80","10000000"
714,"Campanha 714","2023-04-15","2023-04-18","55269.55","Publico Alvo 5","Google","Divulgação","17.15","6000000"
715,"Campanha 715","2023-10-03","2023-10-11","98113.44","Publico Alvo 1",NULL,"Promocional","0.51","4000000"
716,"Campanha 716","2025-01-15","2025-01-28","57416.69","Publico Alvo 2",NULL,"Mais Seguidores","21.01","1000000"
717,"Campanha 717","2025-02-03","2025-02-07","74466.81","Publico Alvo 3","Redes Sociais","Promocional","5.47","8000000"
718,"Campanha 718","2023-09-21","2023-09-23","73415.07","Publico Alvo 4","Redes Sociais",NULL,"28.12","3000000"
719,"Campanha 719","2023-02-14","2023-03-15",NULL,"Publico Alvo 5",NULL,"Mais Seguidores","9.30","10000000"
720,"Campanha 720","2022-09-04","2022-10-04","51007.16","Publico Alvo 1","Sites de Notícias","Mais Seguidores","22.29","6000000"
721,"Campanha 721","2024-05-25","2024-06-13","59151.94","Publico Alvo 2",NULL,"Mais Seguidores","24.54","4000000"
722,"Campanha 722","2023-10-12","2023-11-08","4492.84","?","Redes Sociais","Divulgação","0.66","5000000"
723,"Campanha 723","2021-12-25","2022-01-24",NULL,"Publico Alvo 4","Google","Divulgação","13.73","7000000"
724,"Campanha 724","2025-01-29","2025-02-06","35540.19","Publico Alvo 5","Redes Sociais","Divulgação","20.35","7000000"
725,"Campanha 725","2025-04-01","2025-04-03","33051.61","Publico Alvo 1","Google","Promocional","28.91","1000000"
726,"Campanha 726","2023-07-29","2023-08-27","30895.81","?","Redes Sociais","Mais Seguidores","19.52","1000000"
727,"Campanha 727","2023-11-15","2023-12-08","56380.81","Publico Alvo 3","Sites de Notícias","Mais Seguidores","21.01","10000000"
728,"Campanha 728","2021-07-10","2021-07-15",NULL,"Publico Alvo 4","Redes Sociais","Divulgação","17.24","1000000"
729,"Campanha 729","2024-04-28","2024-05-16","55147.37","Publico Alvo 5","Sites de Notícias",NULL,"14.09","1000000"
730,"Campanha 730","2022-08-05","2022-08-15","19617.81","Publico Alvo 1","Google",NULL,"15.01","8000000"
731,"Campanha 731","2024-09-12","2024-10-04",NULL,"Publico Alvo 2","Google","Promocional","23.37","6000000"
732,"Campanha 732","2023-11-09","2023-11-13","39232.59","Publico Alvo 3",NULL,"Promocional","7.04","8000000"
733,"Campanha 733","2022-01-16","2022-01-26","29067.92","?","Redes Sociais","Mais Seguidores","14.03","2000000"
734,"Campanha 734","2022-10-18","2022-11-07",NULL,"Publico Alvo 5",NULL,NULL,"23.71","4000000"
735,"Campanha 735","2022-03-12","2022-04-02",NULL,"Publico Alvo 1","Redes Sociais","Promocional","13.11","3000000"
736,"Campanha 736","2023-05-01","2023-05-19","70934.92","Publico Alvo 2","Redes Sociais","Mais Seguidores","16.92","6000000"
737,"Campanha 737","2022-09-21","2022-09-25","25347.64","Publico Alvo 3","Sites de Notícias","Mais Seguidores","21.10","10000000"
738,"Campanha 738","2021-11-05","2021-11-09","68764.48","?","Redes Sociais","Promocional","28.19","6000000"
739,"Campanha 739","2023-08-01","2023-08-22",NULL,"Publico Alvo 5","Sites de Notícias","Promocional","20.76","8000000"
740,"Campanha 740","2024-04-18","2024-04-26","7898.77","Publico Alvo 1","Redes Sociais",NULL,"12.72","7000000"
